Term,Category,x,y
Gym in building,Facilities/Outdoors,-4.6988535,-17.645308
Gym nearby,Facilities/Outdoors,-5.2012525,-17.069038
HAS body soap,Bathroom/Bedroom,4.3480883,65.37143
HAS conditioner,Other,29.155577,24.058468
HAS shampoo,Bathroom/Bedroom,36.54435,54.155125
HASK or similar Brand conditioner,Other,25.357153,27.526485
HASK or similar brand shampoo,Bathroom/Bedroom,40.00328,53.906555
HDTV,Entertainment/Tech,-19.605043,-4.050705
HDTV with Amazon Prime Video,Entertainment/Tech,-57.58425,25.111588
"HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+, Fire TV, HBO Max, Hulu, Netflix, premium cable, Roku",Entertainment/Tech,-64.18845,21.099684
"HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+, Netflix",Entertainment/Tech,-65.41915,20.020527
"HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+, Netflix, premium cable",Entertainment/Tech,-64.70912,19.990572
"HDTV with Amazon Prime Video, Apple TV, Disney+, Fire TV, Hulu, Netflix",Entertainment/Tech,-59.123016,20.903393
"HDTV with Amazon Prime Video, Apple TV, Disney+, Hulu, Netflix, DVD player",Entertainment/Tech,-59.03013,20.653444
"HDTV with Amazon Prime Video, Apple TV, Disney+, Netflix",Entertainment/Tech,-59.757977,20.182158
"HDTV with Amazon Prime Video, Apple TV, Disney+, Netflix, premium cable",Entertainment/Tech,-56.91958,18.284346
"HDTV with Amazon Prime Video, Apple TV, Disney+, Netflix, standard cable",Entertainment/Tech,-56.036182,17.56236
"HDTV with Amazon Prime Video, Apple TV, Disney+, premium cable, Netflix",Entertainment/Tech,-57.23053,18.37435
"HDTV with Amazon Prime Video, Apple TV, Hulu, Netflix, standard cable",Entertainment/Tech,-53.515408,17.52553
"HDTV with Amazon Prime Video, Apple TV, Netflix",Entertainment/Tech,-56.61258,21.83275
"HDTV with Amazon Prime Video, Apple TV, Netflix, DVD player",Entertainment/Tech,-56.043503,22.182253
"HDTV with Amazon Prime Video, Apple TV, Netflix, Disney+",Entertainment/Tech,-59.798397,20.080267
"HDTV with Amazon Prime Video, Apple TV, Netflix, premium cable",Entertainment/Tech,-54.714386,18.984509
"HDTV with Amazon Prime Video, Apple TV, Netflix, standard cable",Entertainment/Tech,-53.597023,18.499388
"HDTV with Amazon Prime Video, Apple TV, premium cable, standard cable, Netflix",Entertainment/Tech,-54.332912,18.230251
"HDTV with Amazon Prime Video, Chromecast, Disney+, Fire TV, Netflix",Entertainment/Tech,-65.64805,20.246748
"HDTV with Amazon Prime Video, Chromecast, Netflix",Entertainment/Tech,-67.86651,20.01507
"HDTV with Amazon Prime Video, DVD player, Chromecast, Netflix",Entertainment/Tech,-67.28908,20.10374
"HDTV with Amazon Prime Video, DVD player, Netflix",Entertainment/Tech,-55.9447,23.112734
"HDTV with Amazon Prime Video, Disney+",Entertainment/Tech,-60.987934,22.38208
"HDTV with Amazon Prime Video, Disney+, HBO Max, Netflix",Entertainment/Tech,-60.984184,21.266073
"HDTV with Amazon Prime Video, Disney+, Netflix",Entertainment/Tech,-60.602245,21.900625
"HDTV with Amazon Prime Video, Fire TV, Hulu, Netflix",Entertainment/Tech,-58.956757,21.854486
"HDTV with Amazon Prime Video, Hulu, Disney+, Netflix",Entertainment/Tech,-59.740543,21.769964
"HDTV with Amazon Prime Video, Netflix",Entertainment/Tech,-57.049065,24.418009
"HDTV with Amazon Prime Video, Netflix, Apple TV",Entertainment/Tech,-56.616608,21.810413
"HDTV with Amazon Prime Video, Netflix, Chromecast",Entertainment/Tech,-67.921684,19.995377
"HDTV with Amazon Prime Video, Netflix, DVD player",Entertainment/Tech,-55.949303,23.130419
"HDTV with Amazon Prime Video, Netflix, Disney+",Entertainment/Tech,-60.584274,21.646416
"HDTV with Amazon Prime Video, Netflix, premium cable, standard cable",Entertainment/Tech,-52.388035,18.829607
"HDTV with Amazon Prime Video, Netflix, standard cable",Entertainment/Tech,-52.21066,19.599476
"HDTV with Amazon Prime Video, standard cable",Entertainment/Tech,-51.43728,19.950588
"HDTV with Amazon Prime Video, standard cable, Netflix",Entertainment/Tech,-52.298138,19.549303
HDTV with Apple TV,Entertainment/Tech,-53.08641,8.5785475
"HDTV with Apple TV, Amazon Prime Video, Disney+, Netflix",Entertainment/Tech,-59.54331,19.34242
"HDTV with Apple TV, Amazon Prime Video, Netflix",Entertainment/Tech,-56.680733,21.234821
"HDTV with Apple TV, Amazon Prime Video, Netflix, premium cable",Entertainment/Tech,-55.21983,19.01432
"HDTV with Apple TV, Amazon Prime Video, premium cable, DVD player, Chromecast, Netflix",Entertainment/Tech,-56.329765,19.193962
"HDTV with Apple TV, Chromecast, Hulu, Netflix",Entertainment/Tech,-69.26771,16.29634
"HDTV with Apple TV, DVD player",Entertainment/Tech,-53.255405,8.933902
"HDTV with Apple TV, DVD player, Chromecast, Netflix",Entertainment/Tech,-69.43114,16.194315
"HDTV with Apple TV, Disney+, Amazon Prime Video, Netflix",Entertainment/Tech,-59.58043,19.366463
"HDTV with Apple TV, Disney+, Amazon Prime Video, Netflix, standard cable",Entertainment/Tech,-56.67827,17.585987
"HDTV with Apple TV, Disney+, HBO Max, Netflix",Entertainment/Tech,-60.413002,16.895403
"HDTV with Apple TV, Disney+, Netflix",Entertainment/Tech,-60.618385,16.744112
"HDTV with Apple TV, Disney+, Netflix, premium cable, Amazon Prime Video",Entertainment/Tech,-57.53277,18.428946
"HDTV with Apple TV, Netflix",Entertainment/Tech,-52.51239,10.192105
"HDTV with Apple TV, Netflix, Amazon Prime Video",Entertainment/Tech,-56.75129,21.38677
"HDTV with Apple TV, Netflix, Amazon Prime Video, DVD player",Entertainment/Tech,-56.32913,20.740194
"HDTV with Apple TV, Netflix, DVD player",Entertainment/Tech,-53.147205,10.179578
"HDTV with Apple TV, Netflix, Disney+",Entertainment/Tech,-60.617725,16.784737
"HDTV with Apple TV, Netflix, premium cable",Entertainment/Tech,-51.13122,12.989135
"HDTV with Apple TV, Netflix, premium cable, standard cable",Entertainment/Tech,-51.264793,12.521834
"HDTV with Apple TV, Netflix, standard cable",Entertainment/Tech,-51.491756,11.7972355
"HDTV with Apple TV, premium cable, Netflix, standard cable",Entertainment/Tech,-51.2326,12.621504
"HDTV with Apple TV, standard cable",Entertainment/Tech,-52.67388,6.4688697
HDTV with Chromecast,Entertainment/Tech,-75.372986,15.277543
"HDTV with Chromecast, DVD player",Entertainment/Tech,-74.45349,15.691343
"HDTV with Chromecast, Disney+, Netflix",Entertainment/Tech,-71.68468,18.184597
"HDTV with Chromecast, Disney+, Netflix, standard cable",Entertainment/Tech,-71.6977,17.073622
"HDTV with Chromecast, Netflix",Entertainment/Tech,-73.95159,16.91216
"HDTV with Chromecast, Netflix, Amazon Prime Video",Entertainment/Tech,-68.05065,19.934082
"HDTV with Chromecast, Netflix, Apple TV, Disney+",Entertainment/Tech,-71.31339,18.152824
"HDTV with Chromecast, Netflix, DVD player",Entertainment/Tech,-73.668655,16.084734
"HDTV with Chromecast, Netflix, Disney+",Entertainment/Tech,-71.63182,18.206968
"HDTV with Chromecast, Netflix, Hulu, HBO Max, Disney+, Apple TV, Amazon Prime Video",Entertainment/Tech,-64.462944,21.008045
"HDTV with Chromecast, Netflix, Roku",Entertainment/Tech,-73.38594,16.895203
"HDTV with Chromecast, Netflix, premium cable, DVD player",Entertainment/Tech,-72.49413,15.676976
"HDTV with Chromecast, Netflix, premium cable, standard cable",Entertainment/Tech,-72.316795,14.88441
"HDTV with Chromecast, Netflix, standard cable",Entertainment/Tech,-72.6363,14.927072
"HDTV with Chromecast, premium cable",Entertainment/Tech,-74.31315,13.71255
"HDTV with Chromecast, premium cable, standard cable",Entertainment/Tech,-74.11432,13.653532
"HDTV with Chromecast, standard cable",Entertainment/Tech,-74.645836,13.471753
"HDTV with Chromecast, standard cable, Amazon Prime Video, Netflix",Entertainment/Tech,-71.49324,15.699228
"HDTV with Chromecast, standard cable, Apple TV",Entertainment/Tech,-73.537186,13.925282
HDTV with DVD player,Entertainment/Tech,-33.340176,5.002962
"HDTV with DVD player, Amazon Prime Video, Netflix, Apple TV, standard cable, Disney+",Entertainment/Tech,-56.753128,16.613102
"HDTV with DVD player, Netflix",Entertainment/Tech,-42.02394,8.045587
"HDTV with DVD player, Netflix, Amazon Prime Video",Entertainment/Tech,-55.843323,23.173285
"HDTV with DVD player, Netflix, Amazon Prime Video, Disney+, premium cable",Entertainment/Tech,-56.88448,16.665197
"HDTV with DVD player, Netflix, Disney+, standard cable",Entertainment/Tech,-58.888233,12.674249
"HDTV with DVD player, premium cable",Entertainment/Tech,-36.705723,12.408972
"HDTV with DVD player, standard cable",Entertainment/Tech,-34.704033,10.239307
HDTV with Disney+,Entertainment/Tech,-61.920506,12.832162
"HDTV with Disney+, Amazon Prime Video, Apple TV, Netflix",Entertainment/Tech,-59.98001,19.510681
"HDTV with Disney+, Amazon Prime Video, Netflix",Entertainment/Tech,-60.811073,21.88738
"HDTV with Disney+, Amazon Prime Video, Netflix, Apple TV",Entertainment/Tech,-59.965836,19.45762
"HDTV with Disney+, Apple TV, Netflix",Entertainment/Tech,-60.711426,16.564524
"HDTV with Disney+, Netflix",Entertainment/Tech,-61.962257,13.366454
"HDTV with Disney+, Netflix, Amazon Prime Video",Entertainment/Tech,-60.789005,22.046614
"HDTV with Disney+, Netflix, Amazon Prime Video, Apple TV, DVD player",Entertainment/Tech,-59.527416,18.901106
"HDTV with Disney+, Netflix, Apple TV",Entertainment/Tech,-60.695908,16.584286
"HDTV with Disney+, Netflix, DVD player",Entertainment/Tech,-61.83275,13.3187
"HDTV with Disney+, Netflix, premium cable",Entertainment/Tech,-60.28749,12.749938
"HDTV with Disney+, Netflix, standard cable",Entertainment/Tech,-59.60071,12.325378
"HDTV with Disney+, premium cable",Entertainment/Tech,-60.601944,12.60542
HDTV with Fire TV,Entertainment/Tech,-38.24323,-0.65826243
"HDTV with Fire TV, DVD player",Entertainment/Tech,-38.22059,-0.54365194
"HDTV with Fire TV, Netflix",Entertainment/Tech,-39.236427,-0.3936054
"HDTV with Fire TV, Netflix, DVD player, premium cable, Apple TV",Entertainment/Tech,-48.09763,16.643036
"HDTV with Fire TV, Netflix, premium cable",Entertainment/Tech,-47.36847,16.282656
"HDTV with Fire TV, Netflix, premium cable, DVD player",Entertainment/Tech,-47.702988,16.524626
"HDTV with Fire TV, premium cable",Entertainment/Tech,-37.131916,0.045925
"HDTV with Fire TV, premium cable, Amazon Prime Video, Netflix",Entertainment/Tech,-47.767605,16.622751
HDTV with HBO Max,Entertainment/Tech,-33.18017,-11.962276
"HDTV with HBO Max, Chromecast, Disney+, Apple TV, Fire TV, Amazon Prime Video, Hulu, Netflix",Entertainment/Tech,-64.224594,21.187443
"HDTV with HBO Max, Netflix",Entertainment/Tech,-33.119587,-12.707345
"HDTV with HBO Max, standard cable, Apple TV, Hulu, Amazon Prime Video, Disney+, premium cable, Netflix",Entertainment/Tech,-57.924725,16.915182
HDTV with Hulu,Entertainment/Tech,-63.22106,14.609231
"HDTV with Hulu, Disney+, Amazon Prime Video, HBO Max, Chromecast, Netflix, Roku, Apple TV",Entertainment/Tech,-64.21937,21.140913
HDTV with Netflix,Entertainment/Tech,-42.350193,8.114732
"HDTV with Netflix, Amazon Prime Video",Entertainment/Tech,-57.045067,24.425358
"HDTV with Netflix, Amazon Prime Video, Apple TV",Entertainment/Tech,-56.755875,21.506392
"HDTV with Netflix, Amazon Prime Video, Apple TV, Disney+",Entertainment/Tech,-59.96234,19.555355
"HDTV with Netflix, Amazon Prime Video, Apple TV, Disney+, Chromecast",Entertainment/Tech,-65.51443,19.894308
"HDTV with Netflix, Amazon Prime Video, Apple TV, standard cable",Entertainment/Tech,-53.65742,18.26392
"HDTV with Netflix, Amazon Prime Video, Chromecast",Entertainment/Tech,-68.013535,19.90045
"HDTV with Netflix, Amazon Prime Video, Disney+",Entertainment/Tech,-60.75863,21.417086
"HDTV with Netflix, Amazon Prime Video, Fire TV",Entertainment/Tech,-55.54652,24.453495
"HDTV with Netflix, Amazon Prime Video, HBO Max, Disney+",Entertainment/Tech,-61.18202,21.011059
"HDTV with Netflix, Amazon Prime Video, premium cable, Disney+, Apple TV",Entertainment/Tech,-57.458447,18.106924
"HDTV with Netflix, Amazon Prime Video, standard cable",Entertainment/Tech,-52.192028,19.62178
"HDTV with Netflix, Amazon Prime Video, standard cable, Apple TV",Entertainment/Tech,-53.833206,18.290857
"HDTV with Netflix, Apple TV",Entertainment/Tech,-52.487095,10.220605
"HDTV with Netflix, Apple TV, Amazon Prime Video",Entertainment/Tech,-56.78564,21.619802
"HDTV with Netflix, Apple TV, DVD player",Entertainment/Tech,-53.130253,10.337397
"HDTV with Netflix, Apple TV, Disney+, Amazon Prime Video",Entertainment/Tech,-59.79427,20.108225
"HDTV with Netflix, Apple TV, premium cable",Entertainment/Tech,-51.05669,13.014759
"HDTV with Netflix, Apple TV, standard cable",Entertainment/Tech,-51.464188,11.762932
"HDTV with Netflix, Chromecast",Entertainment/Tech,-73.96015,16.98116
"HDTV with Netflix, Chromecast, premium cable, Apple TV",Entertainment/Tech,-70.681816,15.652505
"HDTV with Netflix, Chromecast, premium cable, standard cable",Entertainment/Tech,-72.21846,14.899314
"HDTV with Netflix, DVD player",Entertainment/Tech,-42.10852,8.084135
"HDTV with Netflix, DVD player, premium cable",Entertainment/Tech,-42.505657,13.214335
"HDTV with Netflix, DVD player, standard cable",Entertainment/Tech,-42.438164,11.813501
"HDTV with Netflix, Disney+",Entertainment/Tech,-61.970505,13.430454
"HDTV with Netflix, Disney+, Amazon Prime Video",Entertainment/Tech,-60.679405,21.953192
"HDTV with Netflix, Disney+, Apple TV, standard cable",Entertainment/Tech,-58.26059,14.227466
"HDTV with Netflix, Disney+, Chromecast",Entertainment/Tech,-71.673904,18.21417
"HDTV with Netflix, Disney+, Hulu",Entertainment/Tech,-62.576836,14.142732
"HDTV with Netflix, Disney+, standard cable, Amazon Prime Video, Apple TV, premium cable",Entertainment/Tech,-56.845016,16.92169
"HDTV with Netflix, Disney+, standard cable, Apple TV",Entertainment/Tech,-58.30904,14.357334
"HDTV with Netflix, premium cable",Entertainment/Tech,-44.283367,14.131292
"HDTV with Netflix, premium cable, Amazon Prime Video",Entertainment/Tech,-51.868137,18.638027
"HDTV with Netflix, premium cable, Chromecast",Entertainment/Tech,-72.36908,15.534911
"HDTV with Netflix, premium cable, DVD player",Entertainment/Tech,-42.44494,13.178922
"HDTV with Netflix, premium cable, Disney+",Entertainment/Tech,-60.182163,12.972127
"HDTV with Netflix, premium cable, standard cable",Entertainment/Tech,-43.996025,12.922241
"HDTV with Netflix, standard cable",Entertainment/Tech,-44.42373,11.488732
"HDTV with Netflix, standard cable, Amazon Prime Video",Entertainment/Tech,-52.220524,19.552319
"HDTV with Netflix, standard cable, Apple TV",Entertainment/Tech,-51.4573,11.710068
"HDTV with Netflix, standard cable, DVD player",Entertainment/Tech,-42.478035,11.831796
"HDTV with Netflix, standard cable, Disney+",Entertainment/Tech,-59.600098,12.530128
"HDTV with Netflix, standard cable, premium cable",Entertainment/Tech,-43.994793,12.948407
"HDTV with Netflix, standard cable, premium cable, DVD player",Entertainment/Tech,-42.574295,12.715764
HDTV with Roku,Entertainment/Tech,-41.44694,4.158698
"HDTV with Roku, Netflix",Entertainment/Tech,-41.552364,4.42431
HDTV with premium cable,Entertainment/Tech,-35.35717,13.634637
"HDTV with premium cable, Apple TV",Entertainment/Tech,-50.697666,13.726941
"HDTV with premium cable, Apple TV, Amazon Prime Video, Netflix",Entertainment/Tech,-55.06122,18.609781
"HDTV with premium cable, Apple TV, Netflix, Amazon Prime Video",Entertainment/Tech,-54.976112,18.676006
"HDTV with premium cable, DVD player, Netflix, Apple TV, Amazon Prime Video",Entertainment/Tech,-55.23452,18.310843
"HDTV with premium cable, Disney+, Amazon Prime Video, Apple TV, standard cable, Netflix",Entertainment/Tech,-56.826027,16.888536
"HDTV with premium cable, Disney+, Netflix, DVD player",Entertainment/Tech,-59.9033,13.2889595
"HDTV with premium cable, Netflix",Entertainment/Tech,-44.29392,14.146663
"HDTV with premium cable, Netflix, Amazon Prime Video",Entertainment/Tech,-51.862244,18.44561
"HDTV with premium cable, Netflix, Apple TV",Entertainment/Tech,-50.94021,13.275326
"HDTV with premium cable, Netflix, DVD player, standard cable",Entertainment/Tech,-42.841114,13.11291
"HDTV with premium cable, Netflix, Disney+",Entertainment/Tech,-60.104195,13.051515
"HDTV with premium cable, standard cable",Entertainment/Tech,-35.024857,13.543466
"HDTV with premium cable, standard cable, DVD player",Entertainment/Tech,-36.675896,12.487057
"HDTV with premium cable, standard cable, Netflix",Entertainment/Tech,-43.870247,13.164698
"HDTV with premium cable, standard cable, Netflix, Amazon Prime Video",Entertainment/Tech,-52.034966,18.166872
HDTV with standard cable,Entertainment/Tech,-34.33376,12.443408
"HDTV with standard cable, Amazon Prime Video, Apple TV, Netflix, DVD player",Entertainment/Tech,-54.332947,17.543583
"HDTV with standard cable, Amazon Prime Video, Chromecast, Fire TV, Disney+, Netflix, DVD player",Entertainment/Tech,-56.522335,15.752071
"HDTV with standard cable, Amazon Prime Video, Disney+, Netflix",Entertainment/Tech,-55.918766,16.81959
"HDTV with standard cable, Amazon Prime Video, Netflix, Apple TV",Entertainment/Tech,-53.879562,17.937958
"HDTV with standard cable, Amazon Prime Video, Netflix, Hulu",Entertainment/Tech,-53.215652,17.202604
"HDTV with standard cable, Apple TV, Chromecast, Netflix",Entertainment/Tech,-71.21261,14.950367
"HDTV with standard cable, Apple TV, Disney+, Netflix",Entertainment/Tech,-58.18181,14.337979
"HDTV with standard cable, Apple TV, Netflix",Entertainment/Tech,-51.56649,11.975921
"HDTV with standard cable, Chromecast, DVD player",Entertainment/Tech,-73.62821,13.797073
"HDTV with standard cable, DVD player",Entertainment/Tech,-34.71961,10.331944
"HDTV with standard cable, DVD player, Netflix",Entertainment/Tech,-42.31474,11.833212
"HDTV with standard cable, Disney+, Netflix",Entertainment/Tech,-59.38849,12.4894705
"HDTV with standard cable, Netflix",Entertainment/Tech,-44.374744,11.537549
"HDTV with standard cable, Netflix, Apple TV, Chromecast, Disney+, premium cable",Entertainment/Tech,-57.413113,15.072212
"HDTV with standard cable, Netflix, DVD player",Entertainment/Tech,-42.331352,11.831901
"HDTV with standard cable, Netflix, premium cable",Entertainment/Tech,-43.867897,12.933189
"HDTV with standard cable, premium cable",Entertainment/Tech,-34.97601,13.477124
HISENSE 92L under-counter fridge with small freezer compartment refrigerator,Kitchen/Dining,-3.1549966,-2.0648372
HISENSE refrigerator,Kitchen/Dining,-0.47815588,-1.6948872
HK Bluetooth sound system,Entertainment/Tech,-34.96722,38.453945
HK sound system,Entertainment/Tech,-35.04766,38.548244
Haier refrigerator,Kitchen/Dining,5.2487407,8.037212
Hair Shampoo shampoo,Bathroom/Bedroom,35.735016,53.931343
Hair conditioner - various conditioner,Other,41.439228,34.745193
Hair dryer,Bathroom/Bedroom,20.364817,11.617097
Hammock,Other,8.475982,-23.102684
Hand and body wash body soap,Bathroom/Bedroom,-5.1452956,70.87226
Handmade Natural Soap body soap,Bathroom/Bedroom,0.40787384,71.75466
Handmade soap - allergy free body soap,Bathroom/Bedroom,0.21384253,71.40757
Handmade/ Simply Bee body soap,Bathroom/Bedroom,7.9145284,82.92923
Hangers,Laundry/Closet,8.792283,-17.130745
Harbor view,Other,5.626101,-29.667667
Harman Kandon Bluetooth sound system,Entertainment/Tech,-46.876415,53.5936
Harman Kardon Bluetooth sound system,Entertainment/Tech,-47.72005,52.773205
Harman Kardon Soundsticks Bluetooth sound system,Entertainment/Tech,-47.73382,52.837135
Harman Kardon sound system with Bluetooth and aux,Entertainment/Tech,-47.70435,52.473057
Harman/kardon sound system with aux,Entertainment/Tech,-45.68656,43.13537
HarmanKardon Bluetooth sound system,Entertainment/Tech,-46.769436,53.62458
Harmon Cardon Bluetooth Speakers Bluetooth sound system,Entertainment/Tech,-48.71645,54.72357
Harmon Cardon bluetooth speaker Bluetooth sound system,Entertainment/Tech,-48.71438,54.732475
Harmon Karden Bluetooth sound system,Entertainment/Tech,-49.6655,53.34215
Harmon Kardon Bluetooth sound system,Entertainment/Tech,-48.891106,53.094673
Harmon Kardon Onyx Studio Bluetooth sound system,Entertainment/Tech,-48.94466,53.14785
Harmon Kardon sound system with aux,Entertainment/Tech,-45.793407,43.12021
Harmon karden  Bluetooth sound system,Entertainment/Tech,-49.66217,53.33701
Hask Nourishing Conditioner: No sulfates/No parabens conditioner,Other,35.078674,36.33149
Hask Nourishing Shampoo: No sulfates/no parabens shampoo,Bathroom/Bedroom,35.106895,36.44936
"Have a huge stand up fridge , plus freezer  refrigerator",Kitchen/Dining,-1.5096536,4.4757314
Head & Shoulders 2-in-1 Shampoo & Conditioner shampoo,Bathroom/Bedroom,49.953735,41.47482
Head & Shoulders conditioner,Other,50.774467,40.318226
Head & Shoulders shampoo,Bathroom/Bedroom,50.535393,42.336502
Head and Shoulders  conditioner,Other,50.775703,40.32239
Head and Shoulders  shampoo,Bathroom/Bedroom,50.52254,42.307415
Head and Shoulders 2:1 shampoo,Bathroom/Bedroom,50.339943,42.03743
Head and Shoulders conditioner,Other,50.775703,40.322495
Head and Shoulders shampoo,Bathroom/Bedroom,50.522865,42.307148
Head and shoulders  shampoo,Bathroom/Bedroom,50.52347,42.30776
Head&Shoulder  shampoo,Bathroom/Bedroom,50.59346,42.405014
Head&Shoulders shampoo,Bathroom/Bedroom,50.53541,42.33653
Healing Earth   body soap,Bathroom/Bedroom,-1.0094535,81.32363
Healing Earth  conditioner,Other,39.85741,23.350407
Healing Earth BodyWash body soap,Bathroom/Bedroom,-1.2112452,81.31471
Healing Earth Bodywash body soap,Bathroom/Bedroom,-1.2112452,81.31471
Healing Earth body soap,Bathroom/Bedroom,-1.0094886,81.323906
Healing Earth conditioner,Other,39.85741,23.350407
Healing Earth shampoo,Bathroom/Bedroom,39.846855,46.101494
Healing earth  body soap,Bathroom/Bedroom,-1.0094886,81.323906
Healing earth Organic natural  conditioner,Other,39.97792,23.566385
Healing earth organic  body soap,Bathroom/Bedroom,-1.0781845,81.26331
Heated floors,Other,22.574091,-16.88533
Heating,Climate Control,22.57037,-16.644579
Heating - split type ductless system,Climate Control,20.710354,-3.1371486
Heavenly conditioner,Other,26.976236,28.286766
Heavenly shampoo,Bathroom/Bedroom,40.29721,60.890884
Heisens refrigerator,Kitchen/Dining,1.1687891,-2.1481934
Herbal soap body soap,Bathroom/Bedroom,1.4589864,71.85028
Herman Cardon Bluetooth sound system,Entertainment/Tech,-48.604073,55.003036
Hi Sense Fridge refrigerator,Kitchen/Dining,6.193327,1.0834079
Hi Sense refrigerator,Kitchen/Dining,5.9542127,1.3288014
Hi Sense sound system,Entertainment/Tech,-36.29069,41.26501
Hi sence  refrigerator,Kitchen/Dining,5.2468004,2.483669
Hi sense  refrigerator,Kitchen/Dining,5.9542127,1.3288019
Hi sense Bluetooth sound system,Entertainment/Tech,-44.05599,54.139606
Hi sense fridge/freezer refrigerator,Kitchen/Dining,6.4731574,0.7604584
Hi sense refrigerator,Kitchen/Dining,5.9540925,1.3285948
Hi-Sense refrigerator,Kitchen/Dining,5.812579,1.3613658
Hi-sense refrigerator,Kitchen/Dining,5.811849,1.3618696
Hi-sense stainless steel single oven,Kitchen/Dining,45.63451,-0.80320793
HiSence refrigerator,Kitchen/Dining,1.1391987,-1.4462214
HiSense 310 Litre refrigerator,Kitchen/Dining,-1.1646285,-4.089326
HiSense gas stove,Kitchen/Dining,50.704704,-14.402238
HiSense refrigerator,Kitchen/Dining,-0.47815624,-1.694886
HiSense single oven,Kitchen/Dining,37.794918,-8.1392145
HiSense stainless steel single oven,Kitchen/Dining,38.827854,-7.8530793
HiSense with icebox refrigerator,Kitchen/Dining,-2.4897733,-2.7991707
Hicense gas stove,Kitchen/Dining,52.510014,-19.513378
Hicense refrigerator,Kitchen/Dining,4.8912096,2.0522234
Hify refrigerator,Kitchen/Dining,4.772891,1.0740104
High chair,Other,0.47562727,-14.140682
High chair - always at the listing,Other,0.52814454,-13.640771
High chair - available upon request,Other,0.2392647,-13.608573
High end local brand body soap,Bathroom/Bedroom,-3.8394222,62.674385
High end local brand conditioner,Other,22.709858,27.479025
High end local brand shampoo,Bathroom/Bedroom,41.566353,53.29962
High quality sound system with Bluetooth and aux,Entertainment/Tech,-41.601326,48.292236
Himalaya body soap,Bathroom/Bedroom,14.886281,63.80487
Hiscence refrigerator,Kitchen/Dining,1.4652082,-1.5213991
Hisen refrigerator,Kitchen/Dining,0.7463348,-1.7168299
Hisence  refrigerator,Kitchen/Dining,1.1391987,-1.4462212
Hisence - medium size refrigerator,Kitchen/Dining,0.8023054,-0.45026028
Hisence oven,Kitchen/Dining,37.91203,-9.095537
Hisence refrigerator,Kitchen/Dining,1.1393825,-1.4466243
Hisence sound system,Entertainment/Tech,-35.486748,41.67571
Hisence stainless steel stove,Kitchen/Dining,56.07933,-12.290292
Hisene with water dispenser refrigerator,Kitchen/Dining,-1.5336747,-2.972199
Hisense  Bluetooth sound system,Entertainment/Tech,-37.318462,57.998573
Hisense  induction stove,Kitchen/Dining,70.91641,-17.570839
Hisense  refrigerator,Kitchen/Dining,-0.47798193,-1.694525
Hisense  stainless steel electric stove,Kitchen/Dining,50.95387,-13.921143
Hisense  stainless steel gas stove,Kitchen/Dining,50.902733,-14.065008
Hisense  stainless steel oven,Kitchen/Dining,38.951504,-7.9492264
Hisense - Multi oven single oven,Kitchen/Dining,37.22674,-7.730261
Hisense 160 litre refrigerator,Kitchen/Dining,-1.142539,-4.1089425
Hisense 161 Total net volume refrigerator,Kitchen/Dining,-1.1596868,-4.363237
Hisense 2024 model  sound system with Bluetooth and aux,Entertainment/Tech,-37.21133,58.308186
Hisense 223L Titan Inox Bottom Freezer H310BIT refrigerator,Kitchen/Dining,-3.517896,-2.636549
Hisense 4.5l air fryer oven,Kitchen/Dining,25.851904,-2.641531
Hisense 42l Bar Fridge  refrigerator,Kitchen/Dining,-2.7171752,-0.5749496
Hisense 90cm 5 burner gas / oven is electric stainless steel stove,Kitchen/Dining,50.89168,-13.419809
Hisense Black Mirror refrigerator,Kitchen/Dining,-0.35139298,-2.5491695
Hisense Bluetooth sound system,Entertainment/Tech,-37.318756,58.00026
Hisense Electric stainless steel single oven,Kitchen/Dining,38.818085,-7.8046093
Hisense Extra Large refrigerator,Kitchen/Dining,-0.98404384,-2.308773
Hisense Fridge Freezer refrigerator,Kitchen/Dining,-2.3181407,-1.8977617
Hisense Fridge Freezer.  Total Net Volume 161 Litres. refrigerator,Kitchen/Dining,-1.191208,-4.513156
Hisense Fridge- Freezer refrigerator,Kitchen/Dining,-2.2204838,-1.8504838
Hisense Fridge/Freezer refrigerator,Kitchen/Dining,-2.1892898,-1.7865713
Hisense Refrigerator/Freezer refrigerator,Kitchen/Dining,-2.1896594,-1.8030251
Hisense Soundbar Bluetooth sound system,Entertainment/Tech,-37.16763,57.72934
Hisense bar fridge and freezer combo refrigerator,Kitchen/Dining,-3.213751,-1.0650028
Hisense bar fridge refrigerator,Kitchen/Dining,-2.5588133,-0.6585653
Hisense fridge / Freezer  refrigerator,Kitchen/Dining,-2.1894674,-1.7867689
Hisense fridge / frezer refrigerator,Kitchen/Dining,-1.3861021,-0.9524444
Hisense fridge refrigerator,Kitchen/Dining,-1.2242247,-1.4925481
Hisense full fridge refrigerator,Kitchen/Dining,-1.3667223,-1.7950928
"Hisense ice, crushed ice and water dispenser refrigerator",Kitchen/Dining,-2.5819798,-3.0715039
Hisense mini bar fridge with a small ice compartment  refrigerator,Kitchen/Dining,-3.93065,-0.72037244
Hisense oven,Kitchen/Dining,38.005054,-8.577701
